,line,filename,entity,len,lineNo,blank,email,url,phone,sigdelimiter,special,words,header,name,endquote,tabs1,tabs2,tabs3,punct20,punct50,punct90,reply,startpunct,firstchar,replypunct,wrote,alphanum90,alphanum50,alphanum10,num90,num50,num10,title,nlines,len_avg,len_min,len_max,nBlanks,nNonBlanks,nSig,nSigBlocks,posFromEnd,last,prevlast,last5,last11,posRatio,posRatioFromEnd,posRatioNB,lenRatio,lenRatioMax,less_avg_len,more_avg_len,less_avg_len75,less_avg_len50
1865,,71_body,no_entity,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,1,0,0,0,0,38,124.0,0,674,13,25,0,0,31,0,0,0,0,0.18421052631578946,0.8157894736842105,0.28,0.0,0.0,1,0,1,1
1866,"By now, you must have heard of ""NETCO."" This company was formed as a means to maximize the value of Enron's most valuable business, the wholesale energy business.  Certain Enron North America employees have been assigned to NETCO to re-build the North American gas and power business under different ownership.  We will be filing with the bankruptcy court this week proposed auction procedures to allow bidders to bid for NETCO.  It is our expectation that Enron would retain a 49 percent (or perhaps less) non-controlling interest in NETCO.  The NETCO employees would become employees of the winning bidder.  We anticipate this process to reach closure sometime in January.",71_body,no_entity,674,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,0,0,1,0,0,0,0,0,0,38,124.0,0,674,13,25,0,0,30,0,0,0,0,0.21052631578947367,0.7894736842105263,0.32,5.435483870967742,1.0,0,1,0,0
1867,,71_body,no_entity,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,1,0,0,0,0,38,124.0,0,674,13,25,0,0,29,0,0,0,0,0.23684210526315788,0.7631578947368421,0.36,0.0,0.0,1,0,1,1
1868,"As for the remaining businesses of Enron, they are all under review as to which ones will be proposed for sale and which ones will be proposed for retention.  This review process will take time as it will require approval of the Creditors' Committee.  We will update you periodically on our process.",71_body,no_entity,299,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,0,0,1,0,0,0,0,0,0,38,124.0,0,674,13,25,0,0,28,0,0,0,0,0.2631578947368421,0.7368421052631579,0.4,2.411290322580645,0.443620178041543,0,1,0,0
1869,,71_body,no_entity,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,1,0,0,0,0,38,124.0,0,674,13,25,0,0,27,0,0,0,0,0.2894736842105263,0.7105263157894737,0.44,0.0,0.0,1,0,1,1
1870,Personnel Matters,71_body,no_entity,17,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,1,38,124.0,0,674,13,25,0,0,26,0,0,0,0,0.3157894736842105,0.6842105263157895,0.48,0.13709677419354838,0.025222551928783383,1,0,1,1
1871,"As a result of our current situation, we have made many personnel changes over the past several months to maximize the value of the organization.",71_body,no_entity,145,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,0,0,1,0,0,0,0,0,0,38,124.0,0,674,13,25,0,0,25,0,0,0,0,0.34210526315789475,0.6578947368421053,0.52,1.1693548387096775,0.21513353115727002,0,1,0,0
1872,,71_body,no_entity,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,1,0,0,0,0,38,124.0,0,674,13,25,0,0,24,0,0,0,0,0.3684210526315789,0.631578947368421,0.56,0.0,0.0,1,0,1,1
1873,Office of the Chairman - Enron Corp,71_body,no_entity,35,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,O,0,0,1,0,0,0,0,0,0,38,124.0,0,674,13,25,0,0,23,0,0,0,0,0.39473684210526316,0.6052631578947368,0.6,0.28225806451612906,0.05192878338278932,1,0,1,1
1874,"Jeff McMahon, Executive Vice President and Chief Financial Officer, has been added to the Office of the Chairman of Enron Corp along with Ken Lay and Greg Whalley.  Among other things, Jeff has been working on the business plan for reorganization in Chapter 11 and is the primary contact with the newly formed Creditor's Committee.",71_body,no_entity,331,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,J,0,0,1,0,0,0,0,0,0,38,124.0,0,674,13,25,0,0,22,0,0,0,0,0.42105263157894735,0.5789473684210527,0.64,2.6693548387096775,0.4910979228486647,0,1,0,0
1875,,71_body,no_entity,0,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,1,0,0,0,0,38,124.0,0,674,13,25,0,0,21,0,0,0,0,0.4473684210526316,0.5526315789473685,0.68,0.0,0.0,1,0,1,1
1876,Treasurer - Enron Corp,71_body,no_entity,22,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,0,0,1,0,0,0,0,0,1,38,124.0,0,674,13,25,0,0,20,0,0,0,0,0.47368421052631576,0.5263157894736842,0.72,0.1774193548387097,0.032640949554896145,1,0,1,1
1877,"Ray Bowen was elected to Executive Vice President, Finance and Treasurer of Enron Corp recently.  In this role, Ray is responsible for all finance activities of Enron Corp.  Ray also has the lead role in managing the cash activities of the company on a day to day basis.",71_body,no_entity,270,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R,0,0,1,0,0,0,0,0,0,38,124.0,0,674,13,25,0,0,19,0,0,0,0,0.5,0.5,0.76,2.1774193548387095,0.40059347181008903,0,1,0,0
1878,,71_body,no_entity,0,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,1,0,0,0,0,38,124.0,0,674,13,25,0,0,18,0,0,0,0,0.5263157894736842,0.47368421052631576,0.8,0.0,0.0,1,0,1,1
1879,Corporate Development,71_body,no_entity,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,1,38,124.0,0,674,13,25,0,0,17,0,0,0,0,0.5526315789473685,0.4473684210526316,0.84,0.1693548387096774,0.03115727002967359,1,0,1,1
1880,"Mark Muller has been appointed Executive Vice President - Corporate Development.  In this role, Mark will work with Enron's various business units on all asset disposals, which will be a key element in Enron's reorganization plan and value preservation.",71_body,no_entity,253,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,0,0,1,0,0,0,0,0,0,38,124.0,0,674,13,25,0,0,16,0,0,0,0,0.5789473684210527,0.42105263157894735,0.88,2.0403225806451615,0.37537091988130566,0,1,0,0
1881,,71_body,no_entity,0,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,1,0,0,0,0,38,124.0,0,674,13,25,0,0,15,0,0,0,0,0.6052631578947368,0.39473684210526316,0.92,0.0,0.0,1,0,1,1
1882,Wholesale Services,71_body,no_entity,18,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,W,0,0,0,0,0,0,0,0,1,38,124.0,0,674,13,25,0,0,14,0,0,0,0,0.631578947368421,0.3684210526315789,0.96,0.14516129032258066,0.026706231454005934,1,0,1,1
1883,"The Wholesale Services group has been reorganized under the leadership of Jim Fallon.  Included in this group are the following businesses, ENA, EBS, EIM and EGM.  As part of the Chapter 11 reorganization, efforts in these businesses will be directed at maximizing value for the creditors as well as determining which businesses or assets will be part of Enron's reorganization plan.",71_body,no_entity,383,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,0,0,1,0,0,0,0,0,0,38,124.0,0,674,13,25,0,0,13,0,0,0,0,0.6578947368421053,0.34210526315789475,1.0,3.088709677419355,0.5682492581602374,0,1,0,0
1884,,71_body,no_entity,0,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,1,0,0,0,0,38,124.0,0,674,13,25,0,0,12,0,0,0,0,0.6842105263157895,0.3157894736842105,1.04,0.0,0.0,1,0,1,1
1885,Management Committee Departures,71_body,no_entity,31,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,0,0,0,0,0,0,0,0,1,38,124.0,0,674,13,25,0,0,11,0,0,0,0,0.7105263157894737,0.2894736842105263,1.08,0.25,0.04599406528189911,1,0,1,1
1886,"Unfortunately, due to the current financial condition of the company, the following members of the management committee have left the company or will be leaving the company by the end of December:",71_body,no_entity,196,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,U,0,0,1,0,0,0,0,0,0,38,124.0,0,674,13,25,0,0,10,0,0,0,1,0.7368421052631579,0.2631578947368421,1.12,1.5806451612903225,0.29080118694362017,0,1,0,0
1887,,71_body,no_entity,0,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,1,0,0,0,0,38,124.0,0,674,13,25,0,0,9,0,0,0,1,0.7631578947368421,0.23684210526315788,1.16,0.0,0.0,1,0,1,1
1888,Michael Brown,71_body,no_entity,13,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,0,0,0,0,0,0,0,0,1,38,124.0,0,674,13,25,0,0,8,0,0,0,1,0.7894736842105263,0.21052631578947367,1.2,0.10483870967741936,0.019287833827893175,1,0,1,1
1889,Mark Frevert,71_body,no_entity,12,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,0,0,0,0,0,0,0,0,1,38,124.0,0,674,13,25,0,0,7,0,0,0,1,0.8157894736842105,0.18421052631578946,1.24,0.0967741935483871,0.017804154302670624,1,0,1,1
1890,Steve Kean,71_body,no_entity,10,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,1,38,124.0,0,674,13,25,0,0,6,0,0,0,1,0.8421052631578947,0.15789473684210525,1.28,0.08064516129032258,0.01483679525222552,1,0,1,1
1891,Mike McConnell,71_body,no_entity,14,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,0,0,0,0,0,0,0,0,0,38,124.0,0,674,13,25,0,0,5,0,0,0,1,0.868421052631579,0.13157894736842105,1.32,0.11290322580645161,0.020771513353115726,1,0,1,1
1892,Jeff Shankman,71_body,no_entity,13,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,J,0,0,0,0,0,0,0,0,1,38,124.0,0,674,13,25,0,0,4,0,0,1,1,0.8947368421052632,0.10526315789473684,1.36,0.10483870967741936,0.019287833827893175,1,0,1,1
1893,,71_body,no_entity,0,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,1,0,0,0,0,38,124.0,0,674,13,25,0,0,3,0,0,1,1,0.9210526315789473,0.07894736842105263,1.4,0.0,0.0,1,0,1,1
1894,"Additionally, John Lavorato and Louise Kitchen have resigned from the Management Committee to arrange for the joint venture energy activities of NETCO.",71_body,no_entity,151,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,0,0,1,0,0,0,0,0,0,38,124.0,0,674,13,25,0,0,2,0,0,1,1,0.9473684210526315,0.05263157894736842,1.44,1.217741935483871,0.22403560830860533,0,1,0,0
1895,,71_body,no_entity,0,37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,1,0,0,0,0,38,124.0,0,674,13,25,0,0,1,0,1,1,1,0.9736842105263158,0.02631578947368421,1.48,0.0,0.0,1,0,1,1
1896,"We know as employees the uncertainty surrounding the future of the company is unsettling.  Unfortunately, that aspect will not change in the near term.  We ask for everyone's patience and continued support as we move forward through the Chapter 11 process.  We are committed to reorganizing into a strong company once again and will need the help of all the employees to achieve that goal.",71_body,no_entity,389,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,W,0,0,1,0,0,0,0,0,0,38,124.0,0,674,13,25,0,0,0,1,0,1,1,1.0,0.0,1.52,3.1370967741935485,0.5771513353115727,0,1,0,0
1897,Friends and Co-Workers:,72_body,no_entity,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,1,0,0,0,0,0,0,15,86.0,0,738,6,9,1,1,14,0,0,0,0,0.06666666666666667,0.9333333333333333,0.1111111111111111,0.26744186046511625,0.03116531165311653,1,0,1,1
1898,,72_body,no_entity,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,1,0,0,0,0,15,86.0,0,738,6,9,1,1,13,0,0,0,0,0.13333333333333333,0.8666666666666667,0.2222222222222222,0.0,0.0,1,0,1,1
1899,"You are hereby cordially invited to a pre-holiday office lunch this Thursday at approximately 11:30 a.m, courtesy of the Trading Attorneys.",72_body,no_entity,139,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,0,0,1,0,0,0,0,0,0,15,86.0,0,738,6,9,1,1,12,0,0,0,0,0.2,0.8,0.3333333333333333,1.6162790697674418,0.18834688346883469,0,1,0,0
1900,,72_body,no_entity,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,1,0,0,0,0,15,86.0,0,738,6,9,1,1,11,0,0,0,0,0.26666666666666666,0.7333333333333333,0.4444444444444444,0.0,0.0,1,0,1,1
1901,"LEGAL NOTICE:  Christian Yoder and Steve Hall (hereinafter ""we"" or ""our"" or ""us"" ) intend to pay for the food (which will probably, but not necessarily, be pizza and salad) with post-petition Chapter 11 salary dollars that have already cleared our respective individual bank accounts and, therefore, by joining us in the meal (""Lunch"") you will not be exposed to any retroactive claw-back risk by way of the Cash Account Committee.  We are also investigating the possibility of providing a limited quantity of a certain kind of beverage (""Beer"") under a provisional waiver of the defunct pre-petition Company's drinking policies, subject to approval by the Estate's Liquor Control Board which is being sought on an expedited basis.       ",72_body,no_entity,738,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,L,0,0,1,0,0,0,0,0,0,15,86.0,0,738,6,9,1,1,10,0,0,0,1,0.3333333333333333,0.6666666666666666,0.5555555555555556,8.581395348837209,1.0,0,1,0,0
1902,,72_body,no_entity,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,1,0,0,0,0,15,86.0,0,738,6,9,1,1,9,0,0,0,1,0.4,0.6,0.6666666666666666,0.0,0.0,1,0,1,1
1903,We feel like making this modest holiday gesture for several reasons: ,72_body,no_entity,69,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,W,0,0,1,0,0,0,0,0,0,15,86.0,0,738,6,9,1,1,8,0,0,0,1,0.4666666666666667,0.5333333333333333,0.7777777777777778,0.8023255813953488,0.09349593495934959,1,0,0,0
1904,,72_body,no_entity,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,1,0,0,0,0,15,86.0,0,738,6,9,1,1,7,0,0,0,1,0.5333333333333333,0.4666666666666667,0.8888888888888888,0.0,0.0,1,0,1,1
1905,1.  It has been a pleasure working with you all during the past year.,72_body,no_entity,69,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,15,86.0,0,738,6,9,1,1,6,0,0,0,1,0.6,0.4,1.0,0.8023255813953488,0.09349593495934959,1,0,0,0
1906,2.  We are optimistic about this office's prospects in the upcoming year.,72_body,no_entity,73,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,15,86.0,0,738,6,9,1,1,5,0,0,0,1,0.6666666666666666,0.3333333333333333,1.1111111111111112,0.8488372093023255,0.0989159891598916,1,0,0,0
1907,3.  American Express forgot to cancel our Corporate Cards.,72_body,no_entity,58,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,15,86.0,0,738,6,9,1,1,4,0,0,1,1,0.7333333333333333,0.26666666666666666,1.2222222222222223,0.6744186046511628,0.07859078590785908,1,0,1,0
1908,,72_body,no_entity,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,1,0,0,0,0,15,86.0,0,738,6,9,1,1,3,0,0,1,1,0.8,0.2,1.3333333333333333,0.0,0.0,1,0,1,1
1909,We hope you will join us for a free lunch as we look forward to a prosperous New Year.,72_body,no_entity,86,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,W,0,0,1,0,0,0,0,0,0,15,86.0,0,738,6,9,1,1,2,0,0,1,1,0.8666666666666667,0.13333333333333333,1.4444444444444444,1.0,0.11653116531165311,1,0,0,0
1910,,72_body,no_entity,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,1,0,0,0,0,15,86.0,0,738,6,9,1,1,1,0,1,1,1,0.9333333333333333,0.06666666666666667,1.5555555555555556,0.0,0.0,1,0,1,1
1911,Christian and Steve      ,72_body,signature,25,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,0,0,1,0,0,0,0,0,0,15,86.0,0,738,6,9,1,1,0,1,0,1,1,1.0,0.0,1.6666666666666667,0.29069767441860467,0.03387533875338753,1,0,1,1
1912,"We have reached resolution regarding the parking and mass transit issue.  Until notified otherwise, the parking and mass transit subsidy will continue as an employee benefit. ",73_body,no_entity,175,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,W,0,0,1,0,0,0,0,0,0,26,59.0,0,221,11,15,5,2,25,0,0,0,0,0.038461538461538464,0.9615384615384616,0.06666666666666667,2.9661016949152543,0.7918552036199095,0,1,0,0
1913,,73_body,no_entity,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,1,0,0,0,0,26,59.0,0,221,11,15,5,2,24,0,0,0,0,0.07692307692307693,0.9230769230769231,0.13333333333333333,0.0,0.0,1,0,1,1
1914,"For those who have a payroll parking deduction, your deduction has been stopped.  No deduction should occur on 12/31/01 payroll.  In addition, you should receive a credit for the deduction taken for the 12/15 payroll.  ",73_body,no_entity,219,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,1,0,0,0,0,0,0,26,59.0,0,221,11,15,5,2,23,0,0,0,0,0.11538461538461539,0.8846153846153846,0.2,3.711864406779661,0.9909502262443439,0,1,0,0
1915,,73_body,no_entity,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,1,0,0,0,0,26,59.0,0,221,11,15,5,2,22,0,0,0,0,0.15384615384615385,0.8461538461538461,0.26666666666666666,0.0,0.0,1,0,1,1
1916,"For those who incurred any out-of-pocket parking costs during the month of December, you may expense up to $89 for reimbursement.  ",73_body,no_entity,131,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,1,0,0,0,0,0,0,26,59.0,0,221,11,15,5,2,21,0,0,0,0,0.19230769230769232,0.8076923076923077,0.3333333333333333,2.2203389830508473,0.5927601809954751,0,1,0,0
1917,,73_body,no_entity,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,1,0,0,0,0,26,59.0,0,221,11,15,5,2,20,0,0,0,0,0.23076923076923078,0.7692307692307693,0.4,0.0,0.0,1,0,1,1
1918,"Beginning 1/1/02, parking and mass transit will continue as follows:",73_body,no_entity,68,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,0,0,1,0,0,0,0,0,0,26,59.0,0,221,11,15,5,2,19,0,0,0,0,0.2692307692307692,0.7307692307692307,0.4666666666666667,1.152542372881356,0.3076923076923077,0,1,0,0
1919,,73_body,no_entity,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,1,0,0,0,0,26,59.0,0,221,11,15,5,2,18,0,0,0,0,0.3076923076923077,0.6923076923076923,0.5333333333333333,0.0,0.0,1,0,1,1
1920,WTC Parking:  You should receive your parking pass in the mail. Payroll deductions will begin on the 1/15/02 paycheck. (No Action Req'd),73_body,no_entity,136,9,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,W,0,0,1,0,0,0,0,0,0,26,59.0,0,221,11,15,5,2,17,0,0,0,0,0.34615384615384615,0.6538461538461539,0.6,2.305084745762712,0.6153846153846154,0,1,0,0
1921,,73_body,no_entity,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,1,0,0,0,0,26,59.0,0,221,11,15,5,2,16,0,0,0,0,0.38461538461538464,0.6153846153846154,0.6666666666666666,0.0,0.0,1,0,1,1
1922,Outside Parking Lots:  Park at lot of your choice and pay out of pocket.  Request reimbursement of up to $89 per month. (No payroll parking deduction will occur),73_body,no_entity,161,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,O,0,0,1,0,0,0,0,0,0,26,59.0,0,221,11,15,5,2,15,0,0,0,0,0.4230769230769231,0.5769230769230769,0.7333333333333333,2.7288135593220337,0.7285067873303167,0,1,0,0
1923,,73_body,no_entity,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,1,0,0,0,0,26,59.0,0,221,11,15,5,2,14,0,0,0,0,0.46153846153846156,0.5384615384615384,0.8,0.0,0.0,1,0,1,1
1924,"Tri-Met and MAX employees:  Passes are available for January.  If you would like to pick up your pass, please see Debra Davidson.   ",73_body,no_entity,132,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,0,0,1,0,0,0,0,0,0,26,59.0,0,221,11,15,5,2,13,0,0,0,0,0.5,0.5,0.8666666666666667,2.23728813559322,0.5972850678733032,0,1,0,0
1925,,73_body,no_entity,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,1,0,0,0,0,26,59.0,0,221,11,15,5,2,12,0,0,0,0,0.5384615384615384,0.46153846153846156,0.9333333333333333,0.0,0.0,1,0,1,1
1926,"NOTE:  Extra Tri-Met passes are available.  If you would like to select mass transit as your parking option, please notify either Grace or myself before Friday, 12/21/01 EOB and we will insure a monthly pass is available.",73_body,no_entity,221,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,1,0,0,0,0,0,0,26,59.0,0,221,11,15,5,2,11,0,0,0,0,0.5769230769230769,0.4230769230769231,1.0,3.7457627118644066,1.0,0,1,0,0
1927,,73_body,no_entity,0,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,1,0,0,0,0,26,59.0,0,221,11,15,5,2,10,0,0,0,1,0.6153846153846154,0.38461538461538464,1.0666666666666667,0.0,0.0,1,0,1,1
1928,"Validations:  We will no longer validate parking passes, however, you are able to reimburse up to $89 per month for daily parking.",73_body,no_entity,130,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,V,0,0,1,0,0,0,0,0,0,26,59.0,0,221,11,15,5,2,9,0,0,0,1,0.6538461538461539,0.34615384615384615,1.1333333333333333,2.2033898305084745,0.5882352941176471,0,1,0,0
1929,,73_body,no_entity,0,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,1,0,0,0,0,26,59.0,0,221,11,15,5,2,8,0,0,0,1,0.6923076923076923,0.3076923076923077,1.2,0.0,0.0,1,0,1,1
1930,"If you have any questions, please let us know!",73_body,no_entity,46,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,I,0,0,1,0,0,0,0,0,0,26,59.0,0,221,11,15,5,2,7,0,0,0,1,0.7307692307692307,0.2692307692307692,1.2666666666666666,0.7796610169491526,0.2081447963800905,1,0,0,0
1931, ,73_body,no_entity,1,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,1,1,1,0,0,0,0,26,59.0,0,221,11,15,5,2,6,0,0,0,1,0.7692307692307693,0.23076923076923078,1.3333333333333333,0.01694915254237288,0.004524886877828055,1,0,1,1
1932,ENA Human Resources,73_body,signature,19,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E,0,0,1,0,0,0,0,0,0,26,59.0,0,221,11,15,5,2,5,0,0,0,1,0.8076923076923077,0.19230769230769232,1.4,0.3220338983050847,0.08597285067873303,1,0,1,1
1933,Julie Kearney,73_body,signature,13,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,J,0,0,0,0,0,0,0,0,1,26,59.0,0,221,11,15,5,2,4,0,0,1,1,0.8461538461538461,0.15384615384615385,1.4666666666666666,0.22033898305084745,0.058823529411764705,1,0,1,1
1934,503) 464-7404,73_body,signature,13,23,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,1,1,0,26,59.0,0,221,11,15,5,2,3,0,0,1,1,0.8846153846153846,0.11538461538461539,1.5333333333333334,0.22033898305084745,0.058823529411764705,1,0,1,1
1935,,73_body,no_entity,0,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,1,0,0,0,0,26,59.0,0,221,11,15,5,2,2,0,0,1,1,0.9230769230769231,0.07692307692307693,1.6,0.0,0.0,1,0,1,1
1936,Grace Rodriguez,73_body,signature,15,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G,0,0,0,0,0,0,0,0,1,26,59.0,0,221,11,15,5,2,1,0,1,1,1,0.9615384615384616,0.038461538461538464,1.6666666666666667,0.2542372881355932,0.06787330316742081,1,0,1,1
1937,503) 464-8321,73_body,signature,13,26,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,1,1,0,26,59.0,0,221,11,15,5,2,0,1,0,1,1,1.0,0.0,1.7333333333333334,0.22033898305084745,0.058823529411764705,1,0,1,1
1938,Thursday December 20 5:39 AM ET ,74_body,no_entity,32,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,0,0,1,0,0,0,0,1,0,27,180.0,32,305,0,27,0,0,26,0,0,0,0,0.037037037037037035,0.9629629629629629,0.037037037037037035,0.17777777777777778,0.10491803278688525,1,0,1,1
1939,Bids Open for Enron Trading Unit,74_body,no_entity,32,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,0,0,1,0,0,0,0,0,0,27,180.0,32,305,0,27,0,0,25,0,0,0,0,0.07407407407407407,0.9259259259259259,0.07407407407407407,0.17777777777777778,0.10491803278688525,1,0,1,1
1940,"By KRISTEN HAYS, Associated Press Writer ",74_body,no_entity,41,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,0,0,1,0,0,0,0,0,0,27,180.0,32,305,0,27,0,0,24,0,0,0,0,0.1111111111111111,0.8888888888888888,0.1111111111111111,0.22777777777777777,0.13442622950819672,1,0,1,1
1941,"HOUSTON (AP) - A U.S. bankruptcy judge has set in motion the bidding process for embattled Enron Corp.'s once-dominant trading operation, which some Wall Streets insiders say could fetch up to $1 billion. ",74_body,no_entity,205,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,H,0,0,1,0,0,0,0,0,0,27,180.0,32,305,0,27,0,0,23,0,0,0,0,0.14814814814814814,0.8518518518518519,0.14814814814814814,1.1388888888888888,0.6721311475409836,0,1,0,0
1942,Enron said at a hearing Wednesday before Judge Arthur Gonzalez in New York that it would allow parties to bid for all or part of the wholesale trading unit. ,74_body,no_entity,157,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E,0,0,1,0,0,0,0,0,0,27,180.0,32,305,0,27,0,0,22,0,0,0,0,0.18518518518518517,0.8148148148148148,0.18518518518518517,0.8722222222222222,0.5147540983606558,1,0,0,0
